Ticker,Volume,Market Capitalization,Sector,Country,Number of Employees,Industry,Exchange
WCC,640681,2140992960,Distribution Services,United States,9500,Wholesale Distributors,NYSE
PD,1529676,2128964840,Technology Services,United States,669,Packaged Software,NYSE
CALM,458206,2127645835,Consumer Non-Durables,United States,3636,Food: Specialty/Candy,NASDAQ
GHC,28604,2127070986,Consumer Services,United States,12053,Other Consumer Services,NYSE
EPAY,159423,2125062472,Technology Services,United States,1900,Packaged Software,NASDAQ
SEM,823152,2122195680,Health Services,United States,49900,Hospital/Nursing Management,NYSE
TPH,3128775,2121560730,Consumer Durables,United States,1386,Homebuilding,NYSE
BE,3699219,2116555386,Producer Manufacturing,United States,1518,Electrical Products,NYSE
ADS,1384622,2115159480,Technology Services,United States,8500,Data Processing Services,NYSE
ASB,1073087,2114554240,Finance,United States,,Regional Banks,NYSE
APLS,771281,2109080883,Health Technology,United States,235,Pharmaceuticals: Major,NASDAQ
HI,477032,2107067340,Producer Manufacturing,United States,6500,Industrial Conglomerates,NYSE
LPRO,1575653,2105334000,Technology Services,United States,3,Packaged Software,NASDAQ
PLXS,251957,2099318040,Electronic Technology,United States,19000,Electronic Components,NASDAQ
ISBC,809678,2095140250,Finance,United States,1793,Savings Banks,NASDAQ
WGO,401410,2088670218,Consumer Durables,United States,4500,Recreational Products,NYSE
SPB,287326,2084355483,Consumer Durables,United States,13000,Electronics/Appliances,NYSE
PLMR,170142,2078478270,Finance,United States,77,Property/Casualty Insurance,NASDAQ
KTOS,6467241,2075043400,Electronic Technology,United States,3000,Aerospace & Defense,NASDAQ
TR,503889,2065666256,Consumer Non-Durables,United States,2000,Food: Specialty/Candy,NYSE
IGT,2502082,2056616100,Consumer Services,United Kingdom,11922,Casinos/Gaming,NYSE
VIE,116184,2054496399,Health Technology,United States,139,Biotechnology,NASDAQ
CAR,2180770,2050504984,Finance,United States,30000,Finance/Rental/Leasing,NASDAQ
DOOR,90586,2050318298,Producer Manufacturing,United States,10000,Building Products,NYSE
SABR,4301079,2049891120,Technology Services,United States,9250,Packaged Software,NASDAQ
CMPR,116921,2049051712,Commercial Services,Ireland,13000,Commercial Printing/Forms,NASDAQ
WOR,498161,2048646160,Non-Energy Minerals,United States,,Steel,NYSE
AGO,638772,2041670934,Finance,Bermuda,441,Specialty Insurance,NYSE
PSMT,63827,2039077970,Retail Trade,United States,9000,Discount Stores,NASDAQ
MNRO,225355,2038428516,Retail Trade,United States,8184,Specialty Stores,NASDAQ
SUN,312535,2037563562,Distribution Services,United States,2909,Wholesale Distributors,NYSE
EURN,1617644,2036796084,Transportation,Belgium,2910,Marine Shipping,NYSE
APAM,308535,2034110442,Finance,United States,440,Investment Managers,NYSE
VC,161839,2031503250,Producer Manufacturing,United States,11000,Auto Parts: OEM,NASDAQ
EHTH,10342547,2027860380,Finance,United States,1500,Life/Health Insurance,NASDAQ
CATY,206103,2022300810,Finance,United States,1219,Regional Banks,NASDAQ
ENBL,901354,2020478720,Industrial Services,United States,1735,Oil & Gas Pipelines,NYSE
ABG,334605,2017327284,Retail Trade,United States,8500,Specialty Stores,NYSE
ACA,174013,2005569280,Producer Manufacturing,United States,6275,Trucks/Construction/Farm Machinery,NYSE
SFBS,217728,2005201446,Finance,United States,505,Regional Banks,NASDAQ
KOD,247283,2004026725,Health Technology,United States,39,Biotechnology,NASDAQ
EGO,2590364,2003690940,Non-Energy Minerals,Canada,,Precious Metals,NYSE
M,18896038,2001015750,Retail Trade,United States,123000,Department Stores,NYSE
IMVT,165322,1997023597,Finance,United States,,Financial Conglomerates,NASDAQ
CENT,50593,1995681215,Consumer Non-Durables,United States,5800,Consumer Sundries,NASDAQ
IRBT,1160078,1995121665,Consumer Durables,United States,1128,Electronics/Appliances,NASDAQ
CVI,257744,1993529730,Energy Minerals,United States,1486,Oil Refining/Marketing,NYSE
AMK,43999,1992175552,Finance,United States,729,Financial Conglomerates,NYSE
CHX,2537534,1985416400,Process Industries,United States,3000,Chemicals: Specialty,NYSE
PPBI,352883,1980961380,Finance,United States,1006,Regional Banks,NASDAQ
SHAK,633455,1978511773,Consumer Services,United States,7603,Restaurants,NYSE
IBOC,125538,1976576668,Finance,United States,3314,Regional Banks,NASDAQ
JW.B,452,1974565141,Consumer Services,United States,6900,Publishing: Books/Magazines,NYSE
BECN,258805,1973539588,Distribution Services,United States,8147,Wholesale Distributors,NASDAQ
GBDC,344574,1971159100,Finance,United States,,Investment Managers,NASDAQ
ANAT,22557,1965977440,Finance,United States,,Multi-Line Insurance,NASDAQ
ATRC,219972,1964381237,Health Technology,United States,730,Medical Specialties,NASDAQ
FIBK,99609,1954005507,Finance,United States,2473,Regional Banks,NASDAQ
MAIN,426901,1951028803,Finance,United States,71,Investment Managers,NYSE
LRN,1649847,1949975169,Consumer Services,United States,4550,Other Consumer Services,NYSE
FSK,603378,1949188500,Finance,United States,,Investment Managers,NYSE
HCSG,474526,1946722560,Commercial Services,United States,51000,Miscellaneous Commercial Services,NASDAQ
JW.A,246454,1945689830,Consumer Services,United States,6900,Publishing: Books/Magazines,NYSE
PS,1270351,1926904760,Technology Services,United States,1600,Information Technology Services,NASDAQ
SUM,1114752,1923928320,Non-Energy Minerals,United States,6000,Construction Materials,NYSE
MXL,1413210,1922940280,Electronic Technology,United States,697,Semiconductors,NYSE
LGND,168673,1922112072,Health Technology,United States,115,Biotechnology,NASDAQ
IOSP,43550,1917216048,Process Industries,United States,2000,Chemicals: Specialty,NASDAQ
NTCT,267995,1916440040,Technology Services,United States,2502,Information Technology Services,NASDAQ
BCO,615223,1915435046,Commercial Services,United States,64600,Miscellaneous Commercial Services,NYSE
MED,175250,1909935720,Consumer Services,United States,550,Other Consumer Services,NYSE
B,120080,1903699950,Producer Manufacturing,United States,5749,Industrial Machinery,NYSE
YEXT,483128,1902403680,Technology Services,United States,1200,Data Processing Services,NYSE
CPA,688820,1896293266,Transportation,Panama,8877,Airlines,NYSE
SFNC,436198,1893770750,Finance,United States,3270,Major Banks,NASDAQ
NOVA,688055,1891425790,Distribution Services,United States,324,Wholesale Distributors,NYSE
SAND,2234014,1891017400,Non-Energy Minerals,Canada,,Precious Metals,NYSE
OR,750965,1889822500,Non-Energy Minerals,Canada,124,Precious Metals,NYSE
ATGE,322045,1889233528,Consumer Services,United States,9056,Other Consumer Services,NYSE
PBH,194730,1884593195,Health Technology,United States,520,Pharmaceuticals: Other,NYSE
CIT,1623271,1876399820,Finance,United States,3609,Major Banks,NYSE
MGLN,163608,1873424070,Health Services,United States,10100,Managed Health Care,NASDAQ
SHOO,551738,1872632584,Consumer Non-Durables,United States,4000,Apparel/Footwear,NASDAQ
WWW,394098,1869755034,Consumer Non-Durables,United States,4000,Apparel/Footwear,NYSE
PSEC,957482,1868952960,Finance,United States,,Investment Managers,NASDAQ
JELD,248389,1866825500,Non-Energy Minerals,United States,23300,Forest Products,NYSE
OLN,1295179,1857906270,Process Industries,United States,6500,Industrial Specialties,NYSE
AUB,284031,1856054898,Finance,United States,1989,Regional Banks,NASDAQ
TRUP,477820,1849785810,Finance,United States,738,Specialty Insurance,NASDAQ
XNCR,214274,1848095616,Health Technology,United States,166,Biotechnology,NASDAQ
CORT,631285,1846238220,Health Technology,United States,206,Pharmaceuticals: Other,NASDAQ
SJW,66771,1844713854,Utilities,United States,732,Water Utilities,NYSE
PQG,84803,1843992000,Process Industries,United States,3279,Chemicals: Specialty,NYSE
IBTX,239901,1840467368,Finance,United States,1469,Regional Banks,NASDAQ
ALGT,137726,1840007358,Transportation,United States,4363,Airlines,NASDAQ
BMI,114070,1839054984,Producer Manufacturing,United States,1567,Industrial Machinery,NYSE
SPXC,203715,1831836934,Producer Manufacturing,United States,4500,Industrial Conglomerates,NYSE
CENTA,175315,1829511100,Consumer Non-Durables,United States,5800,Consumer Sundries,NASDAQ
CDE,6322606,1828962870,Non-Energy Minerals,United States,2155,Precious Metals,NYSE
CDLX,458464,1825706520,Technology Services,United States,432,Internet Software/Services,NASDAQ
TGCDF,32298,1821221829,Non-Energy Minerals,Canada,,Precious Metals,OTC
WAFD,553754,1819974644,Finance,United States,1971,Savings Banks,NASDAQ
FIT,5667888,1815445266,Consumer Durables,United States,1684,Other Consumer Specialties,NYSE
PRAA,554507,1812084348,Commercial Services,United States,4412,Miscellaneous Commercial Services,NASDAQ
AVAV,220015,1811748444,Electronic Technology,United States,823,Aerospace & Defense,NASDAQ
KAR,645782,1811594300,Commercial Services,United States,15300,Miscellaneous Commercial Services,NYSE
SWCH,1214010,1811296440,Technology Services,United States,789,Information Technology Services,NYSE
DAN,913651,1810359460,Producer Manufacturing,United States,36300,Auto Parts: OEM,NYSE
CNX,4161864,1799507580,Energy Minerals,United States,467,Integrated Oil,NYSE
MSGE,421930,1798566457,Consumer Services,United States,11300,Media Conglomerates,NYSE
FOCS,190417,1797991182,Finance,United States,3400,Investment Managers,NASDAQ
JACK,462881,1797647022,Consumer Services,United States,5200,Restaurants,NASDAQ
ATCO,442690,1793821610,Finance,Canada,4400,Investment Managers,NYSE
SONO,3548769,1786829200,Electronic Technology,United States,1446,Electronic Production Equipment,NASDAQ
MOG.A,183414,1786270230,Electronic Technology,United States,12809,Aerospace & Defense,NYSE
BCC,270032,1785031380,Non-Energy Minerals,United States,6010,Forest Products,NYSE
FSS,145827,1784385812,Producer Manufacturing,United States,3600,Trucks/Construction/Farm Machinery,NYSE
ARNC,481412,1783016550,Non-Energy Minerals,United States,15400,Aluminum,NYSE
SAH,259432,1779453872,Retail Trade,United States,9300,Specialty Stores,NYSE
IDCC,102660,1774669065,Electronic Technology,United States,487,Telecommunications Equipment,NASDAQ
GKOS,478065,1771865818,Health Technology,United States,600,Medical Specialties,NYSE
WW,653219,1763333628,Consumer Services,United States,17000,Other Consumer Services,NASDAQ
CMP,177135,1760665878,Process Industries,United States,3131,Chemicals: Specialty,NYSE
HUBG,181855,1758219034,Transportation,United States,5000,Air Freight/Couriers,NASDAQ
CVLT,197547,1757433916,Technology Services,United States,2533,Packaged Software,NASDAQ
PVG,1445032,1755047580,Non-Energy Minerals,Canada,,Precious Metals,NYSE
LGF.A,752141,1754189030,Consumer Services,United States,1443,Movies/Entertainment,NYSE
ALEC,505421,1752956376,Health Technology,United States,121,Biotechnology,NASDAQ
RUSHA,343762,1752738590,Distribution Services,United States,7244,Wholesale Distributors,NASDAQ
MOG.B,162,1746846509,Electronic Technology,United States,12809,Aerospace & Defense,NYSE
X,9542065,1738766640,Non-Energy Minerals,United States,27500,Steel,NYSE
SANM,220623,1732475580,Electronic Technology,United States,43000,Electronic Components,NASDAQ
TAC,133608,1731892120,Utilities,Canada,1543,Electric Utilities,NYSE
BKU,431737,1731381104,Finance,United States,1511,Regional Banks,NYSE
BMCH,183126,1722163782,Producer Manufacturing,United States,10200,Building Products,NASDAQ
RRC,6145577,1721177310,Energy Minerals,United States,655,Oil & Gas Production,NYSE
MMYT,318645,1719762764,Consumer Services,India,,Other Consumer Services,NASDAQ
EAF,2408642,1715289180,Producer Manufacturing,United States,1346,Electrical Products,NYSE
XPER,680056,1713663900,Electronic Technology,United States,700,Semiconductors,NASDAQ
DRNA,426800,1711164660,Health Technology,United States,187,Biotechnology,NASDAQ
YELP,735307,1708820546,Technology Services,United States,5950,Internet Software/Services,NYSE
HGV,854246,1708242720,Finance,United States,9110,Real Estate Development,NYSE
CVCO,25251,1707048232,Consumer Durables,United States,5000,Homebuilding,NASDAQ
LILA,148632,1706672414,Consumer Services,United States,10000,Cable/Satellite TV,NASDAQ
SIX,1609035,1705586110,Consumer Services,United States,2450,Movies/Entertainment,NYSE
TRQ,2721628,1702414260,Non-Energy Minerals,Canada,2854,Other Metals/Minerals,NYSE
MTOR,755929,1698093550,Producer Manufacturing,United States,9100,Auto Parts: OEM,NYSE
PRO,207212,1697900474,Technology Services,United States,1413,Information Technology Services,NYSE
COMM,2606108,1694318750,Electronic Technology,United States,30000,Telecommunications Equipment,NASDAQ
EIDX,62184,1693714335,Health Technology,United States,45,Biotechnology,NASDAQ
NSIT,138215,1691541956,Technology Services,United States,11261,Information Technology Services,NASDAQ
QURE,691743,1686607212,Health Technology,Netherlands,248,Biotechnology,NASDAQ
MGY,1149288,1685823678,Energy Minerals,United States,45,Oil & Gas Production,NYSE
ELY,1881976,1683592120,Consumer Durables,United States,4200,Recreational Products,NYSE
BGS,637036,1679957100,Consumer Non-Durables,United States,2899,Food: Major Diversified,NYSE
ADNT,430514,1679495310,Producer Manufacturing,Ireland,83000,Auto Parts: OEM,NYSE
LILAK,606590,1679351084,Consumer Services,United States,10000,Cable/Satellite TV,NASDAQ
USNA,137207,1678622284,Consumer Non-Durables,United States,1909,Household/Personal Care,NYSE
ONTO,254571,1678456468,Electronic Technology,United States,1340,Electronic Production Equipment,NYSE
EGHT,1123952,1671976350,Technology Services,United States,1675,Packaged Software,NYSE
FLR,2477626,1668070600,Industrial Services,United States,,Engineering & Construction,NYSE
HTH,253009,1667938524,Finance,United States,4950,Regional Banks,NYSE
BIG,800913,1665654848,Retail Trade,United States,34000,Discount Stores,NYSE
HWC,549447,1662673410,Finance,United States,4136,Regional Banks,NASDAQ
AKBA,756109,1661288160,Health Technology,United States,360,Biotechnology,NASDAQ
FLOW,239366,1657712212,Producer Manufacturing,United States,5000,Industrial Machinery,NYSE
HTLD,455073,1657517085,Transportation,United States,4050,Trucking,NASDAQ
SPWR,2447532,1655332480,Producer Manufacturing,United States,8400,Electrical Products,NASDAQ
MDGL,103743,1655090284,Health Technology,United States,29,Pharmaceuticals: Other,NASDAQ
FBC,296321,1652539074,Finance,United States,4453,Financial Conglomerates,NYSE
ROCK,93239,1648640743,Producer Manufacturing,United States,1932,Metal Fabrication,NASDAQ
MD,725103,1648399490,Health Services,United States,13805,Medical/Nursing Services,NYSE
TCNNF,249168,1647471364,Process Industries,United States,3084,Agricultural Commodities/Milling,OTC
SSB,416813,1646945400,Finance,United States,2547,Regional Banks,NASDAQ
EDIT,780972,1643295420,Health Technology,United States,208,Biotechnology,NASDAQ
IGMS,195988,1642146898,Health Technology,United States,64,Pharmaceuticals: Major,NASDAQ
SBGI,1470677,1640910479,Consumer Services,United States,11800,Broadcasting,NASDAQ
FULT,925489,1640591160,Finance,United States,3500,Regional Banks,NASDAQ
MC,393102,1638369931,Finance,United States,879,Investment Banks/Brokers,NYSE
WABC,113877,1636179750,Finance,United States,737,Regional Banks,NASDAQ
RMBS,456225,1634558250,Electronic Technology,United States,685,Semiconductors,NASDAQ
NWN,103309,1634522660,Utilities,United States,1167,Gas Distributors,NYSE
LGF.B,364450,1633134580,Consumer Services,United States,1443,Movies/Entertainment,NYSE
RVMD,180178,1624777635,Health Technology,United States,95,Pharmaceuticals: Other,NASDAQ
SGMS,3756612,1621351312,Consumer Services,United States,9800,Casinos/Gaming,NASDAQ
WSC,1377435,1620736300,Finance,United States,2500,Finance/Rental/Leasing,NASDAQ
LMNX,398829,1620046662,Health Technology,United States,1257,Biotechnology,NASDAQ
FLWS,345488,1617353311,Retail Trade,United States,4095,Internet Retail,NASDAQ
UCBI,383773,1613474469,Finance,United States,2308,Regional Banks,NASDAQ
REZI,805502,1612007320,Commercial Services,United States,13000,Miscellaneous Commercial Services,NYSE
ABCB,354891,1609605292,Finance,United States,2722,Regional Banks,NASDAQ
ACCD,188293,1607099778,Technology Services,United States,1250,Information Technology Services,NASDAQ
KFY,276839,1599818208,Commercial Services,United States,8198,Personnel Services,NYSE
GCP,208244,1599170688,Process Industries,United States,2000,Industrial Specialties,NYSE
AEO,5334058,1598730000,Retail Trade,United States,46000,Apparel/Footwear Retail,NYSE
MTX,87383,1598474262,Process Industries,United States,3628,Chemicals: Specialty,NYSE
EPC,247915,1598107049,Consumer Non-Durables,United States,6000,Household/Personal Care,NYSE
SILK,237720,1597366413,Health Technology,United States,224,Medical Specialties,NASDAQ
AIN,157825,1595479000,Process Industries,United States,4600,Textiles,NYSE
MLI,201847,1588469443,Producer Manufacturing,United States,4964,Metal Fabrication,NYSE
OI,1291566,1582932810,Process Industries,United States,27500,Containers/Packaging,NYSE
MWA,503972,1580775240,Producer Manufacturing,United States,3100,Industrial Machinery,NYSE
TCBI,515629,1578841191,Finance,United States,1738,Regional Banks,NASDAQ
CDNA,421060,1571636455,Health Technology,United States,386,Medical Specialties,NASDAQ
SWTX,118823,1571603670,Health Technology,United States,56,Pharmaceuticals: Major,NASDAQ
SWAV,307231,1570215248,Health Technology,United States,284,Medical Specialties,NASDAQ
AUPH,3693678,1566723840,Health Technology,Canada,62,Biotechnology,NASDAQ
HMN,96573,1566610892,Finance,United States,1538,Multi-Line Insurance,NYSE
OTTR,72769,1566151000,Utilities,United States,2208,Electric Utilities,NASDAQ
WD,154855,1563750314,Finance,United States,823,Finance/Rental/Leasing,NYSE
PCVX,98986,1563483190,Health Technology,United States,,Biotechnology,NASDAQ
